"Sun, 07 Feb 16 02:56:02 +0100";12.812;12.5;9.312;13;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:57:01 +0100";12.75;12.437;9.312;13;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:58:01 +0100";12.812;12.437;9.312;13;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 02:59:01 +0100";12.75;12.437;9.312;12.937;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:00:02 +0100";12.75;12.437;9.312;12.937;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu);"0(Umluft fuer 10)"
"Sun, 07 Feb 16 03:01:02 +0100";12.812;12.437;9.312;12.937;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:02:01 +0100";12.75;12.437;9.312;12.937;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:03:01 +0100";12.687;12.375;9.312;12.937;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:04:01 +0100";12.687;12.375;9.25;12.875;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:05:01 +0100";12.625;12.312;9.25;12.875;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:06:02 +0100";12.5;12.312;9.25;12.812;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:07:01 +0100";12.562;12.312;9.25;12.812;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:08:01 +0100";12.562;12.312;9.25;12.812;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:09:01 +0100";12.625;12.312;9.187;12.812;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:10:02 +0100";12.687;12.312;9.25;12.812;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:11:01 +0100";12.75;12.312;9.25;12.875;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:12:01 +0100";12.75;12.375;9.25;12.875;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:13:02 +0100";12.75;12.312;9.25;12.875;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:14:01 +0100";12.75;12.375;9.25;12.875;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:15:01 +0100";12.812;12.375;9.25;12.875;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:16:01 +0100";12.75;12.375;9.25;12.875;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:17:01 +0100";12.75;12.375;9.187;12.937;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:18:02 +0100";12.75;12.375;9.187;12.875;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:19:01 +0100";12.812;12.375;9.187;12.875;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:20:01 +0100";12.812;12.375;9.187;12.875;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu);"0(Umluft fuer 10)"
"Sun, 07 Feb 16 03:21:01 +0100";12.75;12.375;9.25;12.937;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:22:01 +0100";12.812;12.375;9.25;12.937;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:23:02 +0100";12.812;12.312;9.187;12.875;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:24:01 +0100";12.75;12.312;9.187;12.812;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:25:01 +0100";12.625;12.312;9.125;12.812;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:26:01 +0100";12.687;12.312;9.125;12.812;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:27:01 +0100";12.687;12.25;9.187;12.812;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:28:01 +0100";12.625;12.312;9.125;12.812;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:29:01 +0100";12.687;12.312;9.125;12.875;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:30:01 +0100";12.687;12.312;9.125;12.875;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:31:02 +0100";12.687;12.312;9.187;12.875;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:32:01 +0100";12.687;12.312;9.187;12.812;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:33:01 +0100";12.687;12.312;9.187;12.812;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:34:01 +0100";12.625;12.312;9.125;12.812;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:35:01 +0100";12.687;12.312;9.125;12.75;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:36:01 +0100";12.625;12.25;9.125;12.75;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:37:01 +0100";12.625;12.25;9.125;12.812;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:38:01 +0100";12.625;12.25;9.125;12.812;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:39:02 +0100";12.625;12.25;9.062;12.812;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:40:01 +0100";12.562;12.25;9.062;12.812;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu);"0(Umluft fuer 10)"
"Sun, 07 Feb 16 03:41:01 +0100";12.562;12.25;9.062;12.75;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:42:01 +0100";12.562;12.25;9.062;12.812;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:43:01 +0100";12.687;12.312;9.125;12.875;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:44:01 +0100";12.687;12.25;9.125;12.812;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:45:01 +0100";12.687;12.25;9.125;12.75;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:46:01 +0100";12.687;12.25;9.125;12.75;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:47:01 +0100";12.625;12.25;9.125;12.75;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:48:02 +0100";12.562;12.187;9.062;12.75;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:49:01 +0100";12.437;12.187;9.062;12.75;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:50:01 +0100";12.5;12.187;9.062;12.687;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:51:01 +0100";12.562;12.187;9.062;12.625;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:52:01 +0100";12.562;12.125;9.062;12.625;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:53:01 +0100";12.5;12.125;9.062;12.625;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:54:01 +0100";12.5;12.187;9.062;12.687;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:55:01 +0100";12.5;12.187;9.062;12.687;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:56:01 +0100";12.437;12.187;9;12.687;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:57:02 +0100";12.562;12.187;9.062;12.687;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:58:01 +0100";12.5;12.187;9.062;12.687;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 03:59:01 +0100";12.5;12.187;9.062;12.687;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:00:01 +0100";12.562;12.187;9.062;12.75;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu);"0(Umluft fuer 10)"
"Sun, 07 Feb 16 04:01:01 +0100";12.5;12.187;9.062;12.75;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:02:01 +0100";12.437;12.187;9;12.75;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:03:02 +0100";12.5;12.187;9;12.75;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:04:01 +0100";12.437;12.187;9;12.75;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:05:01 +0100";12.437;12.187;9;12.75;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:06:01 +0100";12.5;12.187;9;12.75;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:07:01 +0100";12.5;12.25;9.062;12.75;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:08:01 +0100";12.562;12.187;9;12.75;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:09:02 +0100";12.562;12.187;9;12.75;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:10:01 +0100";12.562;12.187;9;12.75;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:11:01 +0100";12.562;12.25;9;12.75;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:12:01 +0100";12.562;12.187;9;12.75;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:13:02 +0100";12.625;12.187;9;12.687;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:14:01 +0100";12.625;12.187;9;12.75;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:15:01 +0100";12.625;12.187;9;12.687;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:16:01 +0100";12.625;12.187;9;12.687;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:17:01 +0100";12.5;12.187;9;12.75;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:18:02 +0100";12.5;12.187;9;12.75;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:19:01 +0100";12.5;12.187;8.937;12.75;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:20:01 +0100";12.5;12.187;8.937;12.75;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu);"0(Umluft fuer 10)"
"Sun, 07 Feb 16 04:21:01 +0100";12.5;12.125;8.937;12.687;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:22:01 +0100";12.5;12.125;8.937;12.687;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:23:02 +0100";12.5;12.125;8.937;12.625;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:24:01 +0100";12.5;12.062;8.937;12.625;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:25:01 +0100";12.375;12.062;9;12.625;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:26:01 +0100";12.312;12.062;9;12.562;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:27:02 +0100";12.312;12.062;9;12.562;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:28:01 +0100";12.312;12.062;8.937;12.562;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:29:01 +0100";12.375;12.062;8.937;12.562;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:30:01 +0100";12.312;12.062;8.937;12.625;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:31:02 +0100";12.375;12.062;8.875;12.562;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:32:01 +0100";12.437;12.062;8.937;12.562;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:33:01 +0100";12.5;12.062;8.937;12.562;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:34:01 +0100";12.562;12;9;12.562;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:35:02 +0100";12.5;12;8.937;12.562;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:36:01 +0100";12.437;12;8.937;12.562;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:37:01 +0100";12.5;12.062;8.937;12.562;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:38:01 +0100";12.562;12.062;8.937;12.562;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:39:02 +0100";12.562;12.062;8.937;12.562;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:40:01 +0100";12.437;12.062;8.937;12.562;0(Licht1);0(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu);"0(Umluft fuer 10)"
"Sun, 07 Feb 16 04:41:01 +0100";12.5;12.062;8.875;12.562;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:42:01 +0100";12.5;12.062;8.875;12.562;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:43:01 +0100";12.5;12.062;8.875;12.625;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:44:01 +0100";12.437;12.062;8.875;12.625;0(Licht1);0(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:45:02 +0100";12.437;12.187;8.937;12.687;1(Licht1);1(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:46:01 +0100";12.687;12.375;9.062;12.812;1(Licht1);1(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:47:01 +0100";12.937;12.5;9.187;12.937;1(Licht1);1(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:48:01 +0100";13.125;12.625;9.187;13;1(Licht1);1(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:49:01 +0100";13.25;12.75;9.437;13.125;1(Licht1);1(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:50:01 +0100";13.375;12.812;9.5;13.187;1(Licht1);1(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:51:01 +0100";13.375;12.937;9.562;13.312;1(Licht1);1(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:52:01 +0100";13.5;13;9.625;13.375;1(Licht1);1(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:53:01 +0100";13.5;13.062;9.687;13.437;1(Licht1);1(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:54:02 +0100";13.625;13.125;9.687;13.5;1(Licht1);1(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:55:01 +0100";13.625;13.187;9.687;13.562;1(Licht1);1(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:56:01 +0100";13.75;13.25;9.812;13.625;1(Licht1);1(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:57:01 +0100";13.875;13.25;9.812;13.625;1(Licht1);1(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:58:01 +0100";13.937;13.312;9.875;13.625;1(Licht1);1(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 04:59:01 +0100";14;13.375;9.875;13.687;1(Licht1);1(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 05:00:01 +0100";14;13.437;9.875;13.75;1(Licht1);1(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu);"0(Umluft fuer 10)"
"Sun, 07 Feb 16 05:01:01 +0100";14;13.437;9.937;13.75;1(Licht1);1(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 05:02:01 +0100";14.062;13.5;9.937;13.75;1(Licht1);1(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 05:03:01 +0100";14.062;13.5;9.937;13.812;1(Licht1);1(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 05:04:02 +0100";14.25;13.562;10.062;13.812;1(Licht1);1(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 05:05:01 +0100";14.187;13.625;10.062;13.875;1(Licht1);1(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 05:06:01 +0100";14.312;13.625;10.062;13.937;1(Licht1);1(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 05:07:01 +0100";14.312;13.625;10.125;13.937;1(Licht1);1(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 05:08:02 +0100";14.437;13.625;10.125;13.937;1(Licht1);1(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 05:09:01 +0100";14.437;13.687;10.187;14;1(Licht1);1(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 05:10:01 +0100";14.5;13.687;10.187;14.062;1(Licht1);1(Licht2);1(LTIIst);1(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 05:11:01 +0100";14.562;13.75;10.187;14.062;1(Licht1);1(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 05:12:02 +0100";14.437;13.75;10.187;14.062;1(Licht1);1(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
"Sun, 07 Feb 16 05:13:01 +0100";14.437;13.75;10.187;14.062;1(Licht1);1(Licht2);1(LTIIst);0(UmluftIst);0(BoxluftIst);1(LTINeu);0(BoxluftNeu)
